Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attendance,playoffs,season,playoffs_
6.0,Los Angeles Lakers*,27.1,53.0,29.0,53,29,4.45,-0.24,4.21,1.0005050067591308,-0.3393104917095729,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205,Great Western Forum,649634.0,Western Conference First Round,1996,First Round
7.0,Indiana Pacers*,29.4,52.0,30.0,50,32,3.24,-0.14,3.11,0.8401391107514324,-0.14101215239878429,89.3,0.389,0.157,0.56,0.509,15.5,33.0,0.294,0.491,14.7,69.3,0.271,Market Square Arena,673967.0,Eastern Conference First Round,1996,First Round
8.0,Cleveland Cavaliers*,27.5,47.0,35.0,49,33,2.59,-0.09,2.49,0.5995902667398908,-0.3062607684911058,82.3,0.29600000000000004,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242,Gund Arena,730095.0,Eastern Conference First Round,1996,First Round
9.0,Detroit Pistons*,26.8,46.0,36.0,49,33,2.5,-0.05,2.45,0.065037280047571,-0.8350563399865374,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.22899999999999998,The Palace of Auburn Hills,730573.0,Eastern Conference First Round,1996,First Round
10.0,New York Knicks*,30.4,47.0,35.0,48,34,2.32,-0.08,2.24,-0.4427880573101344,-1.3638519114819643,91.0,0.306,0.201,0.55,0.509,14.9,25.5,0.23199999999999998,0.47600000000000003,14.8,71.1,0.251,Madison Square Garden (IV),810283.0,Eastern Conference Semifinals,1996,Conference Semifinals
11.0,Portland Trail Blazers*,28.1,44.0,38.0,48,34,2.35,-0.14,2.21,-0.4427880573101344,-1.3638519114819643,92.6,0.34700000000000003,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.23600000000000002,Rose Garden Arena,848055.0,Western Conference First Round,1996,First Round
12.0,Houston Rockets*,29.0,48.0,34.0,46,36,1.74,-0.12,1.63,0.4392243707321926,-0.07491270596185473,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.20600000000000002,The Summit,667840.0,Western Conference Semifinals,1996,Conference Semifinals
13.0,Miami Heat*,27.4,42.0,40.0,45,37,1.43,0.03,1.46,-0.6298816026524471,-1.2647027418265724,91.1,0.345,0.23,0.541,0.501,16.0,30.1,0.245,0.469,14.8,71.8,0.298,Miami Arena,606088.0,Eastern Conference First Round,1996,First Round
14.0,Atlanta Hawks*,28.1,46.0,36.0,45,37,1.22,0.07,1.29,0.46595202006681086,0.1233856333489292,89.6,0.302,0.239,0.534,0.49,14.0,34.0,0.22899999999999998,0.512,16.3,67.1,0.217,Omni Coliseum,496668.0,Eastern Conference Semifinals,1996,Conference Semifinals
15.0,Washington Bullets,24.8,39.0,43.0,44,38,1.06,-0.07,0.99,0.27885847472449815,-0.008813259524929888,93.7,0.314,0.183,0.5579999999999999,0.521,15.0,28.2,0.228,0.489,15.0,67.8,0.27399999999999997,US Airways Arena,669598.0,no playoffs,1996,no playoffs
16.0,Phoenix Suns*,27.9,41.0,41.0,42,40,0.33,-0.05,0.28,0.7065008640783526,0.7843800977182153,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.28600000000000003,0.511,13.3,71.4,0.225,America West Arena,779943.0,Western Conference First Round,1996,First Round
17.0,Charlotte Hornets,27.8,41.0,41.0,39,43,-0.57,0.09,-0.48,0.947049708089898,1.3792751156505718,91.6,0.32,0.23,0.5579999999999999,0.514,14.1,29.5,0.24600000000000002,0.529,13.9,70.3,0.217,Charlotte Coliseum,985722.0,no playoffs,1996,no playoffs
18.0,Golden State Warriors,27.0,36.0,46.0,37,45,-1.45,0.03,-1.42,0.19867552672065095,0.7513303744997528,93.4,0.349,0.179,0.539,0.489,14.8,33.9,0.265,0.51,15.2,67.2,0.23199999999999998,Oakland-Alameda County Coliseum Arena,616025.0,no playoffs,1996,no playoffs
19.0,Denver Nuggets,26.8,35.0,47.0,33,49,-2.71,0.09,-2.62,-0.6566092519870615,0.15643535656739163,92.2,0.326,0.172,0.526,0.48100000000000004,14.2,30.7,0.242,0.49200000000000005,12.8,72.7,0.237,McNichols Sports Arena,675425.0,no playoffs,1996,no playoffs
20.0,Sacramento Kings*,26.6,39.0,43.0,33,49,-2.71,0.09,-2.62,-0.3893327586409016,0.48693258875203466,93.4,0.371,0.184,0.54,0.493,16.0,32.5,0.271,0.498,15.1,69.0,0.302,ARCO Arena (II),709999.0,Western Conference First Round,1996,First Round
21.0,Boston Celtics,26.3,33.0,49.0,32,50,-3.4,0.03,-3.37,-0.3358774599716689,0.7513303744997528,96.2,0.32899999999999996,0.209,0.534,0.494,14.1,28.8,0.235,0.511,14.3,70.0,0.258,FleetCenter,730842.0,no playoffs,1996,no playoffs
22.0,Los Angeles Clippers,25.2,29.0,53.0,31,51,-3.6,0.13,-3.46,-0.3091498106370544,0.8835292673736072,93.2,0.3,0.20800000000000002,0.544,0.511,15.3,29.3,0.21,0.512,15.2,67.9,0.282,Los Angeles Memorial Sports Arena,405495.0,no playoffs,1996,no playoffs
23.0,New Jersey Nets,27.4,30.0,52.0,29,53,-4.23,0.09,-4.14,-1.5386216800293886,-0.37236021492803534,90.9,0.332,0.111,0.49700000000000005,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,Brendan Byrne Arena,638144.0,no playoffs,1996,no playoffs
24.0,Dallas Mavericks,25.1,26.0,56.0,28,54,-4.9,0.19,-4.71,-0.4160604079755199,1.1809767763397878,95.4,0.266,0.27399999999999997,0.507,0.47,13.3,34.1,0.192,0.526,14.7,68.6,0.222,Reunion Arena,684138.0,no playoffs,1996,no playoffs
25.0,Milwaukee Bucks,27.5,25.0,57.0,26,56,-5.3,0.38,-4.92,-0.5496986546485999,1.2801259459951797,90.2,0.295,0.163,0.534,0.495,15.0,29.7,0.218,0.52,14.1,68.4,0.248,Bradley Center,647088.0,no playoffs,1996,no playoffs
26.0,Minnesota Timberwolves,26.4,26.0,56.0,26,56,-5.35,0.22,-5.14,-0.9506133946678398,0.7182806512812857,93.5,0.35700000000000004,0.132,0.535,0.48,16.0,29.8,0.27699999999999997,0.509,15.0,68.7,0.267,Target Center,585669.0,no playoffs,1996,no playoffs
27.0,Toronto Raptors,26.2,21.0,61.0,21,61,-7.51,0.31,-7.2,-1.0307963426716868,1.3792751156505718,93.2,0.29600000000000004,0.177,0.536,0.499,17.2,32.0,0.214,0.514,14.7,66.8,0.272,SkyDome,950330.0,no playoffs,1996,no playoffs
28.0,Philadelphia 76ers,26.1,18.0,64.0,16,66,-10.0,0.55,-9.45,-1.4584387320255412,1.7758717942721443,92.2,0.353,0.22399999999999998,0.522,0.474,16.0,29.4,0.259,0.522,14.4,65.0,0.217,CoreStates Spectrum,476016.0,no playoffs,1996,no playoffs
29.0,Vancouver Grizzlies,27.2,15.0,67.0,15,67,-9.98,0.43,-9.55,-2.687910601417879,0.2886342494412507,91.0,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.24100000000000002,General Motors Place,654013.0,no playoffs,1996,no playoffs
,League Average,27.6,,,41,41,0.0,0.0,0.0,-0.015145667956280015,-0.008813259524929888,91.8,0.32899999999999996,0.2,0.542,0.499,14.7,30.6,0.243,0.499,14.7,69.4,0.243,,703139.0,no playoffs,1996,no playoffs
1.0,Seattle SuperSonics*,28.7,57.0,25.0,61,21,8.18,-0.27,7.91,1.8545066306189815,-0.716185455945736,95.5,0.38,0.19399999999999998,0.575,0.527,14.1,32.6,0.28800000000000003,0.49200000000000005,16.1,68.7,0.278,Tacoma Dome,633604.0,Western Conference First Round,1995,First Round
2.0,Utah Jazz*,29.6,60.0,22.0,61,21,7.99,-0.23,7.76,1.7130954496349637,-0.9369545506225817,92.6,0.392,0.126,0.5870000000000001,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292,Delta Center,811159.0,Western Conference First Round,1995,First Round
3.0,Orlando Magic*,26.6,57.0,25.0,59,23,7.06,-0.62,6.44,1.9393533392093913,-0.16426271925361666,95.1,0.35700000000000004,0.205,0.569,0.539,14.0,34.0,0.239,0.49,13.3,68.4,0.22,Orlando Arena,656410.0,Finals,1995,Finals
4.0,San Antonio Spurs*,29.0,62.0,20.0,57,25,5.96,-0.06,5.9,0.9777573085180731,-1.0473390979610044,94.6,0.37200000000000005,0.17300000000000001,0.562,0.516,13.8,30.9,0.275,0.485,13.0,72.3,0.214,Alamodome,920413.0,Western Conference Finals,1995,Conference Finals
5.0,Chicago Bulls*,28.1,47.0,35.0,54,28,4.83,-0.51,4.32,0.3555481121883942,-1.4520824382018953,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.22399999999999998,0.488,16.7,68.2,0.263,United Center,926218.0,Eastern Conference Semifinals,1995,Conference Semifinals
6.0,Phoenix Suns*,29.2,59.0,23.0,51,31,3.88,-0.02,3.86,1.7696599220285716,0.7924033576793934,95.9,0.33799999999999997,0.22699999999999998,0.5670000000000001,0.524,12.7,29.7,0.255,0.515,14.0,69.8,0.228,America West Arena,779943.0,Western Conference Semifinals,1995,Conference Semifinals
7.0,Portland Trail Blazers*,29.3,44.0,38.0,52,30,3.82,-0.02,3.8,0.4121125845820021,-0.9369545506225817,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.491,14.8,73.5,0.27699999999999997,Memorial Coliseum,529759.0,Western Conference First Round,1995,First Round
8.0,Indiana Pacers*,28.7,52.0,30.0,52,30,3.7,-0.34,3.35,0.38383034838519614,-0.9737493997353928,90.0,0.38299999999999995,0.158,0.557,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237,Market Square Arena,654428.0,Eastern Conference Finals,1995,Conference Finals
9.0,Charlotte Hornets*,28.0,50.0,32.0,50,32,3.28,-0.41,2.87,0.38383034838519614,-0.789775154171353,91.2,0.317,0.21899999999999997,0.562,0.517,14.3,26.0,0.247,0.485,13.8,68.5,0.20199999999999999,Charlotte Coliseum,971618.0,Eastern Conference First Round,1995,First Round
10.0,New York Knicks*,29.4,55.0,27.0,50,32,3.11,-0.33,2.78,-0.29494332033808657,-1.636056683765935,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.46799999999999997,14.4,70.8,0.281,Madison Square Garden (IV),810283.0,Eastern Conference Semifinals,1995,Conference Semifinals
11.0,Houston Rockets*,28.5,47.0,35.0,47,35,2.12,0.2,2.32,0.4121125845820021,-0.31144211570484537,94.2,0.31,0.267,0.568,0.529,15.0,26.9,0.23199999999999998,0.489,13.9,67.7,0.19899999999999998,The Summit,653389.0,Finals,1995,Finals
12.0,Atlanta Hawks*,28.2,42.0,40.0,45,37,1.28,-0.22,1.06,-0.46463673751891027,-1.1209287961866214,89.8,0.292,0.237,0.525,0.48700000000000004,13.9,31.6,0.21100000000000002,0.495,15.6,68.4,0.215,Omni Coliseum,504807.0,Eastern Conference First Round,1995,First Round
13.0,Denver Nuggets*,26.6,41.0,41.0,43,39,0.84,0.11,0.96,0.24241916740117844,-0.01708332280238274,91.5,0.35700000000000004,0.18,0.556,0.511,15.6,32.0,0.263,0.48700000000000004,13.2,70.2,0.257,McNichols Sports Arena,704011.0,Western Conference First Round,1995,First Round
14.0,Cleveland Cavaliers*,28.3,43.0,39.0,43,39,0.62,-0.07,0.55,-0.8323058080773555,-1.3416978908634725,84.8,0.317,0.165,0.52,0.47200000000000003,14.2,31.8,0.24100000000000002,0.493,15.0,72.4,0.22399999999999998,Gund Arena,833850.0,Eastern Conference First Round,1995,First Round
15.0,Los Angeles Lakers*,25.9,48.0,34.0,40,42,-0.22,0.21,-0.01,0.24241916740117844,0.4244548665513138,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.22399999999999998,Great Western Forum,591125.0,Western Conference Semifinals,1995,Conference Semifinals
16.0,Sacramento Kings,26.4,39.0,43.0,38,44,-1.0,0.26,-0.74,-0.7757413356837477,-0.6425957577201191,92.3,0.359,0.16,0.5379999999999999,0.496,16.2,32.1,0.255,0.48100000000000004,15.0,67.0,0.28,ARCO Arena (II),709997.0,no playoffs,1995,no playoffs
17.0,Miami Heat,27.1,32.0,50.0,36,46,-1.63,-0.21,-1.85,-0.012120958370051085,0.6084291121153536,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.51,14.9,68.7,0.264,Miami Arena,598761.0,no playoffs,1995,no playoffs
18.0,Boston Celtics*,27.2,35.0,47.0,36,46,-1.88,-0.04,-1.92,0.10100798641716069,0.8659930559050051,94.0,0.331,0.14400000000000002,0.537,0.491,14.3,33.1,0.249,0.512,13.6,68.6,0.235,Boston Garden,606070.0,Eastern Conference First Round,1995,First Round
19.0,Dallas Mavericks,24.3,36.0,46.0,33,49,-2.9,0.51,-2.39,-0.1818143755508748,0.8659930559050051,94.7,0.301,0.163,0.509,0.466,13.9,38.9,0.221,0.519,13.7,69.8,0.20800000000000002,Reunion Arena,678433.0,no playoffs,1995,no playoffs
20.0,New Jersey Nets,27.5,30.0,52.0,32,50,-3.13,-0.14,-3.28,-0.8605880442741575,0.13009607364884596,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217,Brendan Byrne Arena,684102.0,no playoffs,1995,no playoffs
21.0,Milwaukee Bucks,25.7,34.0,48.0,29,53,-4.37,0.07,-4.3,-0.577765682306122,0.9763776032434331,92.7,0.34299999999999997,0.205,0.537,0.496,15.5,31.3,0.244,0.53,15.3,68.3,0.23,Bradley Center,670720.0,no playoffs,1995,no playoffs
22.0,Golden State Warriors,26.0,26.0,56.0,27,55,-5.41,0.51,-4.9,-0.4363545013221043,1.4547106417099356,97.9,0.348,0.233,0.547,0.508,15.9,30.3,0.245,0.522,13.9,66.5,0.21600000000000003,Oakland-Alameda County Coliseum Arena,616025.0,no playoffs,1995,no playoffs
23.0,Philadelphia 76ers,25.1,24.0,58.0,27,55,-5.07,0.01,-5.06,-1.1716926424389988,0.5348394138897367,91.0,0.32299999999999995,0.142,0.521,0.475,15.3,32.3,0.23800000000000002,0.5,14.6,66.1,0.235,CoreStates Spectrum,507806.0,no playoffs,1995,no playoffs
24.0,Washington Bullets,24.5,21.0,61.0,26,56,-5.6,0.04,-5.56,-0.8040235718805496,1.123556999694662,94.5,0.292,0.183,0.529,0.49200000000000005,14.3,29.3,0.21100000000000002,0.512,14.9,66.7,0.262,US Airways Arena,689463.0,no playoffs,1995,no playoffs
25.0,Detroit Pistons,26.9,28.0,54.0,22,60,-7.29,0.21,-7.08,-0.8888702804709635,1.7122745854995924,93.2,0.293,0.21,0.5379999999999999,0.499,15.0,28.3,0.217,0.51,14.2,65.8,0.299,The Palace of Auburn Hills,719090.0,no playoffs,1995,no playoffs
26.0,Minnesota Timberwolves,25.4,21.0,61.0,18,64,-9.0,0.78,-8.22,-1.5959261853910522,1.5283003399355526,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28,Target Center,603518.0,no playoffs,1995,no playoffs
27.0,Los Angeles Clippers,24.9,17.0,65.0,18,64,-9.16,0.73,-8.43,-1.9070307835558895,1.049967301469045,94.3,0.302,0.153,0.508,0.46799999999999997,14.6,29.6,0.214,0.526,16.6,65.7,0.29,Los Angeles Memorial Sports Arena,438244.0,no playoffs,1995,no playoffs
,League Average,27.2,,,41,41,0.0,0.01,0.01,0.016161277826750857,0.019711526310423125,92.9,0.332,0.188,0.5429999999999999,0.5,14.6,31.4,0.245,0.5,14.6,68.6,0.245,,685305.0,no playoffs,1995,no playoffs
1.0,Seattle SuperSonics*,28.1,63.0,19.0,64,18,9.09,-0.41,8.68,1.5320572761806879,-1.3987679798720303,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272,Seattle Center Coliseum,601369.0,Western Conference First Round,1994,First Round
2.0,New York Knicks*,28.9,57.0,25.0,60,22,6.99,-0.5,6.48,-0.17751512351318616,-2.3742107069676965,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.23199999999999998,0.451,16.0,71.4,0.261,Madison Square Garden (IV),810193.0,Finals,1994,Finals
3.0,San Antonio Spurs*,29.0,55.0,27.0,56,26,5.26,-0.21,5.05,1.310446039183337,-0.48244299381246597,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196,Alamodome,904190.0,Western Conference First Round,1994,First Round
4.0,Atlanta Hawks*,28.7,57.0,25.0,56,26,5.27,-0.33,4.94,0.2973660986240018,-1.3396502388359284,94.2,0.294,0.11800000000000001,0.523,0.48,13.6,34.6,0.221,0.475,16.0,67.7,0.185,Omni Coliseum,537547.0,Eastern Conference Semifinals,1994,Conference Semifinals
5.0,Phoenix Suns*,28.7,56.0,26.0,54,28,4.84,-0.17,4.68,1.7220097650355657,0.16785215758464614,96.7,0.325,0.147,0.5479999999999999,0.509,13.9,35.2,0.23600000000000002,0.493,13.5,69.3,0.20199999999999999,America West Arena,779952.0,Western Conference Semifinals,1994,Conference Semifinals
6.0,Houston Rockets*,28.1,58.0,24.0,53,29,4.32,-0.12,4.19,-0.11419762722822686,-1.428326850390079,95.0,0.294,0.191,0.545,0.507,15.0,27.6,0.218,0.45799999999999996,13.3,69.7,0.192,The Summit,615227.0,Finals,1994,Finals
7.0,Utah Jazz*,29.4,53.0,29.0,53,29,4.22,-0.12,4.1,0.7405885726187079,-0.6302373464027186,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,Delta Center,814502.0,Western Conference Finals,1994,Conference Finals
8.0,Orlando Magic*,25.8,50.0,32.0,52,30,3.89,-0.21,3.68,1.4370810317532512,0.13829328706659733,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214,Orlando Arena,626931.0,Eastern Conference First Round,1994,First Round
9.0,Cleveland Cavaliers*,27.9,47.0,35.0,52,30,4.02,-0.39,3.64,0.9938585577585451,-0.33464864122221344,91.7,0.335,0.121,0.537,0.48700000000000004,12.8,31.8,0.258,0.484,14.5,69.0,0.215,Coliseum at Richfield,753686.0,Eastern Conference First Round,1994,First Round
10.0,Indiana Pacers*,27.2,47.0,35.0,51,31,3.45,-0.19,3.26,0.4873185874788752,-0.6006784758846655,93.3,0.366,0.077,0.547,0.5,16.0,34.4,0.27,0.47100000000000003,14.9,68.0,0.267,Market Square Arena,531812.0,Eastern Conference Finals,1994,Conference Finals
11.0,Chicago Bulls*,27.7,55.0,27.0,50,32,3.09,-0.22,2.87,-0.05088013094327207,-1.0440615336554233,91.9,0.273,0.09699999999999999,0.526,0.493,14.6,33.8,0.192,0.48200000000000004,15.3,70.8,0.225,Chicago Stadium,760816.0,Eastern Conference Semifinals,1994,Conference Semifinals
12.0,Portland Trail Blazers*,28.6,47.0,35.0,48,34,2.63,-0.04,2.6,0.5822948319063119,-0.2164131591500097,98.8,0.32299999999999995,0.10400000000000001,0.518,0.47200000000000003,12.5,34.4,0.24,0.49,14.8,70.8,0.235,Memorial Coliseum,528408.0,Western Conference First Round,1994,First Round
13.0,Miami Heat*,26.0,42.0,40.0,48,34,2.67,-0.27,2.4,1.0255173059010225,0.13829328706659733,93.8,0.322,0.145,0.5379999999999999,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284,Miami Arena,617242.0,Eastern Conference First Round,1994,First Round
14.0,New Jersey Nets*,26.6,45.0,37.0,47,35,2.2,-0.08,2.11,0.2973660986240018,-0.3937663822583111,95.5,0.35100000000000003,0.096,0.515,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212,Brendan Byrne Arena,658304.0,Eastern Conference First Round,1994,First Round
15.0,Golden State Warriors*,25.0,50.0,32.0,46,36,1.74,0.01,1.76,0.6456123281912712,0.07917554603049545,99.1,0.322,0.12,0.542,0.512,14.9,32.9,0.214,0.488,14.7,64.4,0.21,Oakland-Alameda County Coliseum Arena,616025.0,Western Conference First Round,1994,First Round
16.0,Denver Nuggets*,24.8,42.0,40.0,45,37,1.49,0.05,1.54,-0.7473725900778109,-1.162297015727627,96.1,0.35700000000000004,0.08800000000000001,0.524,0.478,15.3,32.2,0.256,0.45299999999999996,13.4,69.6,0.252,McNichols Sports Arena,673738.0,Western Conference Semifinals,1994,Conference Semifinals
17.0,Charlotte Hornets,27.6,41.0,41.0,40,42,-0.22,-0.01,-0.23,0.677271076333753,0.6999118269095546,97.5,0.301,0.129,0.5429999999999999,0.5,13.6,29.2,0.23,0.49200000000000005,13.2,67.0,0.205,Charlotte Coliseum,971609.0,no playoffs,1994,no playoffs
18.0,Los Angeles Lakers,26.5,33.0,49.0,29,53,-4.29,0.36,-3.93,-0.46244385679550076,0.906823920535909,95.5,0.26899999999999996,0.11,0.503,0.466,12.8,33.2,0.193,0.49200000000000005,14.3,63.2,0.24,Great Western Forum,545915.0,no playoffs,1994,no playoffs
19.0,Boston Celtics,27.8,32.0,50.0,29,53,-4.28,0.01,-4.28,-0.6523963456503742,0.7294706974276076,95.6,0.284,0.068,0.521,0.48200000000000004,13.5,29.3,0.207,0.494,13.7,67.8,0.23800000000000002,Boston Garden,604867.0,no playoffs,1994,no playoffs
20.0,Los Angeles Clippers,27.0,27.0,55.0,26,56,-5.72,0.44,-5.28,-1.0639600715026027,0.6999118269095546,99.6,0.297,0.11599999999999999,0.521,0.484,15.4,30.4,0.21100000000000002,0.494,14.0,64.1,0.213,Los Angeles Memorial Sports Arena,471034.0,no playoffs,1994,no playoffs
21.0,Sacramento Kings,26.7,28.0,54.0,26,56,-5.77,0.44,-5.32,-0.9373250789326888,0.8772650500178601,97.5,0.326,0.10400000000000001,0.516,0.47100000000000003,14.2,30.4,0.239,0.499,14.2,66.4,0.252,ARCO Arena (II),710497.0,no playoffs,1994,no playoffs
22.0,Milwaukee Bucks,26.1,20.0,62.0,24,58,-6.48,0.24,-6.24,-1.1905950640725214,0.906823920535909,94.5,0.32,0.15,0.512,0.47100000000000003,14.7,31.1,0.225,0.513,15.7,66.5,0.254,Bradley Center,634047.0,no playoffs,1994,no playoffs
23.0,Minnesota Timberwolves,26.2,20.0,62.0,23,59,-6.93,0.38,-6.55,-1.3805475529273947,0.8772650500178601,94.7,0.35200000000000004,0.085,0.525,0.47100000000000003,16.4,30.1,0.272,0.488,12.8,68.0,0.259,Target Center,733419.0,no playoffs,1994,no playoffs
24.0,Washington Bullets,25.8,24.0,58.0,22,60,-7.38,0.25,-7.13,-0.5574201012229375,1.7640311655593757,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14.0,66.2,0.20600000000000002,US Airways Arena,619756.0,no playoffs,1994,no playoffs
25.0,Philadelphia 76ers,27.2,25.0,57.0,21,61,-7.62,0.25,-7.37,-1.4438650492123541,1.0250594026081128,95.7,0.31,0.138,0.518,0.478,15.0,28.0,0.221,0.502,12.8,66.6,0.177,The Spectrum,491769.0,no playoffs,1994,no playoffs
26.0,Detroit Pistons,27.5,20.0,62.0,21,61,-7.78,0.33,-7.46,-1.1272775677875622,1.3797658488247198,94.2,0.244,0.14800000000000002,0.511,0.47700000000000004,13.7,28.4,0.179,0.493,12.8,66.1,0.262,The Palace of Auburn Hills,806641.0,no playoffs,1994,no playoffs
27.0,Dallas Mavericks,25.3,13.0,69.0,19,63,-8.7,0.5,-8.19,-1.8554287750645828,0.9955005320900597,94.5,0.275,0.109,0.49200000000000005,0.449,15.0,33.7,0.205,0.513,15.8,66.1,0.28300000000000003,Reunion Arena,526414.0,no playoffs,1994,no playoffs
,League Average,27.3,,,41,41,0.0,0.0,0.0,0.012437365341687228,0.02005780499439358,95.1,0.315,0.11699999999999999,0.528,0.485,14.3,32.2,0.23199999999999998,0.485,14.3,67.8,0.23199999999999998,,664663.0,no playoffs,1994,no playoffs
1.0,Seattle SuperSonics*,27.7,55.0,27.0,59,23,7.07,-0.42,6.66,1.356472147528469,-1.091021527607003,96.0,0.316,0.085,0.546,0.502,13.5,35.5,0.24100000000000002,0.489,16.4,67.7,0.26,Seattle Center Coliseum,646589.0,Western Conference Finals,1993,Conference Finals
2.0,Cleveland Cavaliers*,28.8,54.0,28.0,58,24,6.45,-0.15,6.3,1.4833935180574496,-0.7029907764488578,94.8,0.308,0.10800000000000001,0.565,0.518,12.5,28.1,0.247,0.48200000000000004,13.1,69.1,0.185,Coliseum at Richfield,751465.0,Eastern Conference Semifinals,1993,Conference Semifinals
3.0,Phoenix Suns*,28.2,62.0,20.0,57,25,6.66,-0.39,6.27,1.6737755738509161,-0.45606211662094487,99.8,0.358,0.154,0.5660000000000001,0.521,14.2,33.0,0.27,0.496,13.9,69.2,0.20600000000000002,America West Arena,779943.0,Finals,1993,Finals
4.0,Chicago Bulls*,28.1,57.0,25.0,58,24,6.29,-0.1,6.19,1.54685420332194,-0.6677152536163009,92.5,0.271,0.09300000000000001,0.535,0.499,12.0,36.3,0.19899999999999998,0.493,15.4,68.7,0.239,Chicago Stadium,759656.0,Finals,1993,Finals
5.0,New York Knicks*,28.3,60.0,22.0,58,24,6.16,-0.29,5.87,-0.6108090956707057,-2.9253487149000637,94.5,0.336,0.08800000000000001,0.526,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.294,Madison Square Garden (IV),804840.0,Eastern Conference Finals,1993,Conference Finals
6.0,Houston Rockets*,27.4,55.0,27.0,53,29,4.23,-0.66,3.57,0.49975289645786003,-0.9851949591093275,94.4,0.31,0.159,0.557,0.515,14.5,30.0,0.235,0.474,13.4,68.5,0.201,The Summit,554210.0,Western Conference Semifinals,1993,Conference Semifinals
7.0,Portland Trail Blazers*,28.2,51.0,31.0,49,33,3.11,-0.19,2.92,0.08725844223867935,-0.9851949591093275,99.1,0.34700000000000003,0.115,0.526,0.47600000000000003,12.6,32.7,0.259,0.488,14.8,71.0,0.237,Memorial Coliseum,528408.0,Western Conference First Round,1993,First Round
8.0,San Antonio Spurs*,27.5,49.0,33.0,48,34,2.67,-0.46,2.21,0.49975289645786003,-0.42078659378838806,95.4,0.34700000000000003,0.102,0.555,0.507,13.6,27.8,0.265,0.47700000000000004,12.3,70.1,0.221,HemisFair Arena,658337.0,Western Conference Semifinals,1993,Conference Semifinals
9.0,Indiana Pacers*,26.8,41.0,41.0,46,36,1.7,0.08,1.77,1.2295507769994927,0.7433056596860527,96.0,0.342,0.11199999999999999,0.547,0.498,13.5,34.2,0.262,0.485,12.7,67.4,0.281,Market Square Arena,530891.0,Eastern Conference First Round,1993,First Round
10.0,Utah Jazz*,29.3,47.0,35.0,47,35,2.17,-0.43,1.74,0.49975289645786003,-0.209133456793032,96.5,0.365,0.061,0.55,0.498,13.8,31.0,0.27899999999999997,0.48700000000000004,13.9,68.7,0.25,Delta Center,815892.0,Western Conference First Round,1993,First Round
11.0,Orlando Magic,25.8,41.0,41.0,45,37,1.32,0.03,1.35,0.1507191275031697,-0.31496002529071254,96.3,0.37200000000000005,0.133,0.5539999999999999,0.509,15.5,31.4,0.271,0.473,11.9,68.8,0.23199999999999998,Orlando Arena,621191.0,no playoffs,1993,no playoffs
12.0,New Jersey Nets*,27.3,43.0,39.0,45,37,1.26,-0.05,1.2,-0.483887725141725,-0.9851949591093275,96.0,0.319,0.069,0.522,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24,Brendan Byrne Arena,620416.0,Eastern Conference First Round,1993,First Round
13.0,Boston Celtics*,28.6,48.0,34.0,43,39,0.89,0.04,0.93,0.2141798127676601,-0.06803136546279964,94.9,0.27,0.054000000000000006,0.536,0.495,12.9,31.2,0.21,0.479,12.9,69.0,0.251,Boston Garden,608495.0,Eastern Conference First Round,1993,First Round
