Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attendance,playoffs,season,playoffs_
22.0,Golden State Warriors,25.3,23.0,43.0,25,41,-3.41,0.62,-2.79,0.25341753655379373,1.3756901411604219,92.3,0.22699999999999998,0.248,0.539,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,Oracle Arena,622311.0,no playoffs,2012,no playoffs
23.0,New Orleans Hornets,25.5,21.0,45.0,24,42,-3.76,0.65,-3.11,-1.1550185729782674,0.15285446012893578,88.3,0.27399999999999997,0.152,0.517,0.47600000000000003,15.2,27.5,0.207,0.485,13.5,73.1,0.218,New Orleans Arena,498618.0,no playoffs,2012,no playoffs
24.0,Toronto Raptors,25.7,23.0,43.0,25,41,-3.3,-0.36,-3.67,-1.1863171531900936,-0.030570892025785418,89.3,0.27399999999999997,0.209,0.518,0.475,14.8,25.9,0.21100000000000002,0.475,12.8,75.4,0.26,Air Canada Centre,555584.0,no playoffs,2012,no playoffs
25.0,Sacramento Kings,24.3,22.0,44.0,21,45,-5.68,0.73,-4.95,-0.24735974683538622,1.5896863853409329,94.7,0.268,0.228,0.51,0.47200000000000003,13.0,29.1,0.19699999999999998,0.515,13.9,70.5,0.19899999999999998,Power Balance Pavilion,478764.0,no playoffs,2012,no playoffs
26.0,Washington Wizards,24.2,20.0,46.0,22,44,-4.8,-0.34,-5.14,-1.1237199927664456,0.48913427241259705,92.5,0.253,0.196,0.508,0.47200000000000003,14.2,27.3,0.184,0.49200000000000005,14.2,70.9,0.22899999999999998,Verizon Center,552038.0,no playoffs,2012,no playoffs
27.0,Detroit Pistons,26.3,25.0,41.0,22,44,-4.79,-0.4,-5.19,-1.1237199927664456,0.5197051644383824,89.2,0.27899999999999997,0.175,0.51,0.46799999999999997,15.0,28.1,0.21,0.5,14.2,72.8,0.226,The Palace of Auburn Hills,475638.0,no playoffs,2012,no playoffs
28.0,New Jersey Nets,26.1,22.0,44.0,19,47,-5.98,-0.39,-6.37,-0.5290469687417958,1.5285446012893578,90.1,0.26899999999999996,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,Prudential Center,460719.0,no playoffs,2012,no playoffs
29.0,Cleveland Cavaliers,26.0,21.0,45.0,17,49,-7.2,-0.14,-7.34,-1.0924214125546239,1.314548357108851,91.3,0.307,0.23800000000000002,0.505,0.46299999999999997,14.3,28.9,0.22,0.508,13.1,72.2,0.20199999999999999,Quicken Loans Arena,525577.0,no playoffs,2012,no playoffs
30.0,Charlotte Bobcats,24.5,7.0,59.0,7,59,-13.91,-0.05,-13.96,-2.9390376450522124,1.7731117374956584,91.1,0.276,0.16899999999999998,0.483,0.439,13.9,23.6,0.20600000000000002,0.512,12.8,70.9,0.20600000000000002,Time Warner Cable Arena,486984.0,no playoffs,2012,no playoffs
,League Average,26.7,,,33,33,0.0,0.0,0.0,0.003028894859201531,0.0,91.3,0.276,0.226,0.527,0.48700000000000004,13.8,27.0,0.20800000000000002,0.48700000000000004,13.8,73.0,0.20800000000000002,,570035.0,no playoffs,2012,no playoffs
1.0,Miami Heat*,29.0,58.0,24.0,61,21,7.46,-0.71,6.76,1.4194663405057013,-1.103824727484433,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.27899999999999997,0.475,12.6,75.5,0.223,AmericanAirlines Arena,810930.0,Finals,2011,Finals
2.0,Chicago Bulls*,26.4,62.0,20.0,61,21,7.32,-0.79,6.53,0.332961240365539,-2.0510514832496245,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.22699999999999998,0.46299999999999997,13.6,76.2,0.222,United Center,893462.0,Eastern Conference Finals,2011,Conference Finals
3.0,Los Angeles Lakers*,30.2,57.0,25.0,58,24,6.11,-0.1,6.01,1.1957741140062554,-0.8670180385431362,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.47700000000000004,12.8,72.3,0.18100000000000002,STAPLES Center,778877.0,Western Conference Semifinals,2011,Conference Semifinals
4.0,San Antonio Spurs*,28.8,61.0,21.0,56,26,5.71,0.16,5.86,1.4514223728627629,-0.4822071690135284,92.3,0.299,0.261,0.5670000000000001,0.527,12.8,24.9,0.22899999999999998,0.491,12.6,74.6,0.19,AT&T Center,750879.0,Western Conference First Round,2011,First Round
5.0,Orlando Magic*,27.6,52.0,30.0,56,26,5.46,-0.54,4.92,0.20513711093728756,-1.547837269249366,91.2,0.32799999999999996,0.32799999999999996,0.5539999999999999,0.521,14.3,26.1,0.22699999999999998,0.475,13.3,76.9,0.21899999999999997,Amway Center,777852.0,Eastern Conference First Round,2011,First Round
6.0,Boston Celtics*,29.5,56.0,26.0,57,25,5.37,-0.54,4.83,-0.33811543913279357,-2.0510514832496245,90.4,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235,TD Garden,763584.0,Eastern Conference Semifinals,2011,Conference Semifinals
7.0,Denver Nuggets*,27.3,50.0,32.0,54,28,4.76,0.05,4.81,1.6112025346480807,0.021007044986729943,95.6,0.36700000000000005,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.22399999999999998,Pepsi Center,696568.0,Western Conference First Round,2011,First Round
8.0,Dallas Mavericks*,30.9,57.0,25.0,53,29,4.23,0.18,4.41,0.7803456933644304,-0.6598121857195,91.3,0.28600000000000003,0.27399999999999997,0.565,0.525,13.6,24.1,0.222,0.488,13.0,74.8,0.20600000000000002,American Airlines Center,824162.0,Finals,2011,Finals
9.0,Oklahoma City Thunder*,23.7,55.0,27.0,51,31,3.79,0.02,3.81,1.2596861787203835,-0.008593791130930579,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228,Chesapeake Energy Arena,744068.0,Western Conference Finals,2011,Conference Finals
10.0,Memphis Grizzlies*,25.2,46.0,36.0,48,34,2.34,0.2,2.55,0.1092690138660933,-0.6302113496018394,91.9,0.29100000000000004,0.136,0.534,0.493,13.0,28.9,0.218,0.502,15.7,72.5,0.228,FedEx Forum,600687.0,Western Conference Semifinals,2011,Conference Semifinals
11.0,Houston Rockets,26.5,43.0,39.0,47,35,2.18,0.19,2.37,1.2916422110774453,0.5242212589869883,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.21899999999999997,Toyota Center,663839.0,no playoffs,2011,no playoffs
12.0,Portland Trail Blazers*,26.7,48.0,34.0,46,36,1.52,0.32,1.85,0.4927414021508567,-0.03819462724859531,87.9,0.278,0.228,0.5329999999999999,0.486,12.6,29.5,0.22399999999999998,0.51,15.4,72.0,0.231,Rose Garden Arena,840924.0,Western Conference First Round,2011,First Round
13.0,New Orleans Hornets*,26.3,46.0,36.0,44,38,0.89,0.39,1.28,-0.33811543913279357,-0.6006105134841747,88.7,0.29600000000000004,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22,New Orleans Arena,603088.0,Western Conference First Round,2011,First Round
14.0,Philadelphia 76ers*,24.7,41.0,41.0,45,37,1.5,-0.5,1.01,-0.2102913097045421,-0.6598121857195,91.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.48700000000000004,13.5,74.5,0.231,Wells Fargo Center,604823.0,Eastern Conference First Round,2011,First Round
15.0,New York Knicks*,25.3,42.0,40.0,43,39,0.78,-0.3,0.48,1.1638180816491939,0.8498304562812709,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.24600000000000002,0.511,13.8,71.9,0.24,Madison Square Garden (IV),808879.0,Eastern Conference First Round,2011,First Round
16.0,Phoenix Suns,29.6,40.0,42.0,39,43,-0.89,0.43,-0.46,0.7164336286503024,0.9386329646342608,94.4,0.28300000000000003,0.271,0.5589999999999999,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.21100000000000002,US Airways Center,720249.0,no playoffs,2011,no playoffs
17.0,Milwaukee Bucks,26.7,35.0,47.0,38,44,-0.84,-0.17,-1.02,-1.808092927557719,-1.399833088661055,89.8,0.287,0.21600000000000003,0.511,0.467,13.0,24.7,0.217,0.48100000000000004,14.7,74.8,0.23600000000000002,Bradley Center,631912.0,no playoffs,2011,no playoffs
18.0,Atlanta Hawks*,27.4,44.0,38.0,39,43,-0.82,-0.28,-1.1,-0.3700714714898598,-0.06779546336625583,89.3,0.26899999999999996,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.21100000000000002,Philips Arena,641596.0,Eastern Conference Semifinals,2011,Conference Semifinals
19.0,Indiana Pacers*,25.9,37.0,45.0,38,44,-1.07,-0.3,-1.38,-0.7854998921316849,-0.3638038245428779,94.7,0.3,0.244,0.5329999999999999,0.486,14.1,25.9,0.235,0.48700000000000004,12.8,74.1,0.237,Conseco Fieldhouse,555077.0,Eastern Conference First Round,2011,First Round
20.0,Utah Jazz,26.8,39.0,43.0,36,46,-1.83,0.39,-1.44,0.269049175651411,0.8498304562812709,91.0,0.313,0.191,0.544,0.498,13.5,27.0,0.24100000000000002,0.505,13.8,71.7,0.275,EnergySolutions Arena,799982.0,no playoffs,2011,no playoffs
21.0,Golden State Warriors,25.2,36.0,46.0,35,47,-2.33,0.33,-2.0,0.3010052080084773,1.0274354729872466,94.8,0.24100000000000002,0.248,0.544,0.51,13.3,26.7,0.183,0.509,14.5,69.3,0.259,Oracle Arena,766398.0,no playoffs,2011,no playoffs
22.0,Los Angeles Clippers,24.6,32.0,50.0,32,50,-3.13,0.42,-2.71,-0.6257197303463672,0.43541875063400254,92.8,0.332,0.23,0.535,0.496,15.1,28.4,0.23399999999999999,0.499,12.8,73.2,0.25,STAPLES Center,727462.0,no playoffs,2011,no playoffs
23.0,Detroit Pistons,27.2,30.0,52.0,31,51,-3.6,-0.18,-3.78,0.14122504622315957,1.3234438341638688,89.2,0.27899999999999997,0.18899999999999997,0.5329999999999999,0.495,12.5,27.4,0.20600000000000002,0.526,13.8,72.1,0.235,The Palace of Auburn Hills,683080.0,no playoffs,2011,no playoffs
24.0,Charlotte Bobcats,26.9,34.0,48.0,29,53,-4.0,-0.08,-4.08,-1.2328843451305718,0.16901122557504097,89.6,0.314,0.18899999999999997,0.528,0.48200000000000004,14.1,25.7,0.237,0.5,12.9,75.2,0.22899999999999998,Time Warner Cable Arena,649694.0,no playoffs,2011,no playoffs
25.0,Sacramento Kings,24.8,24.0,58.0,27,55,-5.34,0.54,-4.8,-1.20092831277351,0.5242212589869883,95.2,0.284,0.183,0.519,0.48,14.4,29.9,0.20800000000000002,0.513,13.5,74.4,0.233,Power Balance Pavilion,569496.0,no playoffs,2011,no playoffs
26.0,Minnesota Timberwolves,23.8,17.0,65.0,24,58,-6.63,0.67,-5.97,-0.9772360862740643,1.1458388174578928,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251,Target Center,624960.0,no playoffs,2011,no playoffs
27.0,New Jersey Nets,24.8,24.0,58.0,24,58,-6.24,-0.04,-6.28,-1.328752442201766,0.7906287840459498,89.9,0.28300000000000003,0.201,0.517,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.24100000000000002,Prudential Center,581378.0,no playoffs,2011,no playoffs
28.0,Toronto Raptors,24.5,22.0,60.0,24,58,-6.28,0.01,-6.28,-0.3700714714898598,1.678653867575816,92.9,0.293,0.162,0.5329999999999999,0.491,13.7,28.2,0.221,0.522,13.0,72.0,0.251,Air Canada Centre,680255.0,no playoffs,2011,no playoffs
29.0,Washington Wizards,24.9,23.0,59.0,22,60,-7.4,0.11,-7.3,-1.5524446687012072,0.8794312923989356,93.8,0.29,0.172,0.513,0.47100000000000003,13.9,28.0,0.21600000000000003,0.512,14.4,70.5,0.249,Verizon Center,688466.0,no playoffs,2011,no playoffs
30.0,Cleveland Cavaliers,26.6,19.0,63.0,18,64,-9.01,0.14,-8.88,-1.6163567334153353,1.3530446702815293,93.0,0.312,0.22399999999999998,0.518,0.47200000000000003,13.4,24.2,0.233,0.524,12.7,73.3,0.21100000000000002,Quicken Loans Arena,824595.0,no playoffs,2011,no playoffs
,League Average,26.7,,,41,41,0.0,0.0,0.0,0.013400916794903591,0.021007044986729943,92.1,0.3,0.222,0.541,0.498,13.4,26.4,0.22899999999999998,0.498,13.4,73.6,0.22899999999999998,,710241.0,no playoffs,2011,no playoffs
1.0,Orlando Magic*,27.9,59.0,23.0,61,21,7.49,-0.37,7.12,1.129948772814925,-1.3603694196555869,92.0,0.34,0.35,0.573,0.536,13.6,24.6,0.24600000000000002,0.47700000000000004,12.2,77.4,0.205,Amway Arena,715901.0,Eastern Conference Finals,2010,Conference Finals
2.0,Cleveland Cavaliers*,28.0,61.0,21.0,59,23,6.52,-0.36,6.17,1.070829090186633,-1.1045910905618912,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.24600000000000002,0.48200000000000004,12.3,77.2,0.218,Quicken Loans Arena,843042.0,Eastern Conference Semifinals,2010,Conference Semifinals
3.0,Utah Jazz*,25.6,53.0,29.0,55,27,5.34,-0.01,5.33,0.9230298836159059,-0.8168404703314806,93.8,0.34,0.184,0.565,0.524,14.2,26.8,0.252,0.49200000000000005,14.2,75.6,0.26899999999999996,EnergySolutions Arena,794512.0,Western Conference Semifinals,2010,Conference Semifinals
4.0,San Antonio Spurs*,28.7,50.0,32.0,55,27,5.09,-0.02,5.07,0.7161109944168869,-0.976701926015041,91.7,0.29600000000000004,0.23199999999999998,0.552,0.515,12.9,26.8,0.21899999999999997,0.483,12.1,76.3,0.214,AT&T Center,741676.0,Western Conference Semifinals,2010,Conference Semifinals
5.0,Los Angeles Lakers*,28.4,57.0,25.0,54,28,4.72,0.06,4.78,0.3613928986471405,-1.2324802551087368,92.8,0.289,0.22699999999999998,0.5379999999999999,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877.0,Finals,2010,Finals
6.0,Phoenix Suns*,28.5,54.0,28.0,54,28,4.9,-0.23,4.67,2.282782584066595,0.8457186687775486,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.22399999999999998,US Airways Center,723582.0,Western Conference Finals,2010,Conference Finals
7.0,Atlanta Hawks*,26.5,53.0,29.0,54,28,4.66,-0.22,4.44,1.277747979385652,-0.27331152100737427,90.1,0.281,0.214,0.545,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.20800000000000002,Philips Arena,678375.0,Eastern Conference Semifinals,2010,Conference Semifinals
8.0,Denver Nuggets*,27.7,53.0,29.0,52,30,4.09,0.06,4.15,1.248188138071504,-0.017533191913678504,94.8,0.376,0.22699999999999998,0.561,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,Pepsi Center,737301.0,Western Conference First Round,2010,First Round
9.0,Oklahoma City Thunder*,23.2,50.0,32.0,51,31,3.49,0.06,3.55,0.21359369207641324,-0.9447296348783307,93.1,0.33299999999999996,0.185,0.547,0.494,13.9,28.6,0.268,0.483,14.0,73.6,0.22899999999999998,Oklahoma City Arena,738149.0,Western Conference First Round,2010,First Round
10.0,Boston Celtics*,29.4,50.0,32.0,52,30,3.66,-0.29,3.37,0.03623464419154219,-1.2005079639720264,91.6,0.332,0.228,0.564,0.522,14.5,22.8,0.248,0.48700000000000004,14.9,73.8,0.251,TD Garden,763584.0,Finals,2010,Finals
11.0,Portland Trail Blazers*,26.6,50.0,32.0,51,31,3.3,-0.13,3.18,0.9525897249300496,-0.14542235646052865,87.7,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.21899999999999997,Rose Garden Arena,840371.0,Western Conference First Round,2010,First Round
12.0,Dallas Mavericks*,30.7,55.0,27.0,49,33,2.72,-0.06,2.66,0.479632263903724,-0.4012006855542244,92.5,0.27699999999999997,0.222,0.552,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.20600000000000002,American Airlines Center,819770.0,Western Conference First Round,2010,First Round
13.0,Miami Heat*,27.1,47.0,35.0,48,34,2.28,-0.29,1.99,-0.2889236102640603,-1.1045910905618912,89.6,0.29600000000000004,0.21899999999999997,0.537,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.24600000000000002,AmericanAirlines Arena,726935.0,Eastern Conference First Round,2010,First Round
14.0,Milwaukee Bucks*,26.4,46.0,36.0,46,36,1.7,-0.32,1.37,-0.7914409126045298,-1.424314001929012,91.7,0.239,0.259,0.518,0.48200000000000004,12.3,26.2,0.18100000000000002,0.486,14.6,76.4,0.266,Bradley Center,619453.0,Eastern Conference First Round,2010,First Round
15.0,Charlotte Bobcats*,27.4,44.0,38.0,45,37,1.46,-0.17,1.3,-0.939240119175257,-1.5202308753391474,90.4,0.34600000000000003,0.21100000000000002,0.5379999999999999,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.19399999999999998,Time Warner Cable Arena,648520.0,Eastern Conference First Round,2010,First Round
16.0,Houston Rockets,26.0,42.0,40.0,40,42,-0.37,0.35,-0.02,0.006674802877394215,0.14232826376988192,94.0,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215,Toyota Center,677658.0,no playoffs,2010,no playoffs
17.0,Memphis Grizzlies,24.1,40.0,42.0,37,45,-1.51,0.13,-1.39,0.21359369207641324,0.7498017953674133,93.6,0.32,0.14800000000000002,0.536,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,FedEx Forum,552914.0,no playoffs,2010,no playoffs
18.0,Chicago Bulls*,26.2,41.0,41.0,36,46,-1.63,0.0,-1.64,-1.2052786910025677,-0.7209235969213452,93.1,0.287,0.156,0.52,0.47700000000000004,13.3,26.6,0.217,0.484,12.3,74.8,0.212,United Center,849760.0,Eastern Conference First Round,2010,First Round
19.0,Toronto Raptors,25.2,40.0,42.0,36,46,-1.78,-0.05,-1.83,1.1003889315007769,1.804887402878911,93.1,0.319,0.21100000000000002,0.564,0.521,12.7,24.7,0.244,0.513,11.8,72.9,0.247,Air Canada Centre,733784.0,no playoffs,2010,no playoffs
20.0,New Orleans Hornets,27.5,37.0,45.0,34,48,-2.46,0.19,-2.27,-0.05244487975089333,0.8137463776408338,92.6,0.243,0.23,0.5429999999999999,0.506,12.7,24.8,0.18899999999999997,0.523,13.5,73.8,0.205,New Orleans Arena,617366.0,no playoffs,2010,no playoffs
21.0,Indiana Pacers,26.6,32.0,50.0,33,49,-3.01,-0.1,-3.11,-1.146159008374276,-0.241339229870664,97.1,0.29600000000000004,0.278,0.536,0.491,13.8,21.6,0.22899999999999998,0.49,13.4,73.0,0.258,Conseco Fieldhouse,582295.0,no playoffs,2010,no playoffs
22.0,Golden State Warriors,25.1,26.0,56.0,32,50,-3.6,0.32,-3.28,0.15447400944812148,1.3253030358282298,100.4,0.294,0.23800000000000002,0.557,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26,Oracle Arena,739120.0,no playoffs,2010,no playoffs
23.0,Philadelphia 76ers,25.4,27.0,55.0,30,52,-3.9,-0.03,-3.93,-0.4367228168347876,0.8776909599142589,91.6,0.27,0.20600000000000002,0.534,0.496,13.7,27.6,0.204,0.518,13.8,73.2,0.231,Wachovia Center,583219.0,no playoffs,2010,no playoffs
24.0,New York Knicks,25.4,29.0,53.0,31,51,-3.82,-0.19,-4.01,0.006674802877394215,1.293330744691515,94.0,0.256,0.312,0.547,0.509,13.0,23.5,0.2,0.526,13.3,72.1,0.207,Madison Square Garden (IV),799550.0,no playoffs,2010,no playoffs
25.0,Sacramento Kings,24.1,25.0,57.0,29,53,-4.37,0.3,-4.06,-0.6732015473479505,0.7498017953674133,94.0,0.28600000000000003,0.201,0.528,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,Power Balance Pavilion,543416.0,no playoffs,2010,no playoffs
26.0,Washington Wizards,27.6,26.0,56.0,28,54,-4.78,0.06,-4.72,-0.9983598018035488,0.5899403396838528,91.6,0.28300000000000003,0.183,0.524,0.48100000000000004,13.9,27.6,0.21600000000000003,0.502,12.8,72.4,0.239,Verizon Center,664398.0,no playoffs,2010,no playoffs
27.0,Detroit Pistons,26.7,27.0,55.0,26,56,-5.11,0.09,-5.02,-0.5845220234055148,1.2293861624180946,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,The Palace of Auburn Hills,768826.0,no playoffs,2010,no playoffs
28.0,Los Angeles Clippers,27.3,29.0,53.0,24,58,-6.35,0.34,-6.01,-1.2643983736308595,0.8137463776408338,92.6,0.28300000000000003,0.221,0.529,0.491,14.8,27.1,0.20600000000000002,0.509,12.2,74.0,0.214,STAPLES Center,670063.0,no playoffs,2010,no playoffs
29.0,New Jersey Nets,24.8,12.0,70.0,17,65,-9.12,0.19,-8.93,-2.0625140891127876,0.941635542187684,91.4,0.307,0.18100000000000002,0.509,0.45799999999999996,13.7,25.1,0.24,0.517,13.3,71.8,0.22899999999999998,Izod Center,537230.0,no playoffs,2010,no playoffs
30.0,Minnesota Timberwolves,24.1,15.0,67.0,17,65,-9.6,0.54,-9.06,-1.7373558346571851,1.293330744691515,96.1,0.278,0.171,0.518,0.478,14.6,26.7,0.207,0.525,13.0,73.6,0.22,Target Center,619170.0,no playoffs,2010,no playoffs
,League Average,26.8,,,41,41,0.0,-0.01,-0.01,0.006674802877394215,0.014439099223031762,92.7,0.3,0.222,0.5429999999999999,0.501,13.3,26.3,0.228,0.501,13.3,73.7,0.228,,703627.0,no playoffs,2010,no playoffs
1.0,Cleveland Cavaliers*,26.6,66.0,16.0,65,17,8.93,-0.25,8.68,1.446908359698892,-1.7939196049002781,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.23600000000000002,0.46799999999999997,13.5,74.6,0.226,Quicken Loans Arena,841000.0,Eastern Conference Finals,2009,Conference Finals
2.0,Boston Celtics*,27.8,62.0,20.0,61,21,7.51,-0.07,7.44,0.7821431304768547,-1.8246952040989022,90.4,0.32799999999999996,0.214,0.5710000000000001,0.528,15.0,27.9,0.251,0.47,14.0,75.6,0.253,TD Banknorth Garden,763584.0,Eastern Conference Semifinals,2009,Conference Semifinals
3.0,Los Angeles Lakers*,27.4,65.0,17.0,61,21,7.66,-0.55,7.11,1.5868589342719492,-1.086080823331988,94.3,0.299,0.217,0.555,0.513,12.3,29.4,0.23,0.49,14.2,73.0,0.213,STAPLES Center,778877.0,Finals,2009,Finals
4.0,Orlando Magic*,27.3,59.0,23.0,59,23,6.7,-0.21,6.48,0.3273037631144104,-1.9477976008933848,92.3,0.35100000000000003,0.335,0.5589999999999999,0.52,13.4,24.0,0.251,0.465,12.3,75.9,0.209,Amway Arena,698768.0,Finals,2009,Finals
5.0,Portland Trail Blazers*,24.0,54.0,28.0,56,26,5.34,-0.35,5.0,1.9717230143478675,-0.13203724817472828,86.6,0.306,0.239,0.5529999999999999,0.511,12.5,32.6,0.23399999999999999,0.499,13.2,75.0,0.22699999999999998,Rose Garden Arena,841499.0,Western Conference First Round,2009,First Round
6.0,Houston Rockets*,27.9,53.0,29.0,53,29,4.0,-0.27,3.73,0.04740261396829121,-1.3015100177223384,90.2,0.292,0.254,0.5479999999999999,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,Toyota Center,717669.0,Western Conference Semifinals,2009,Conference Semifinals
7.0,San Antonio Spurs*,30.4,54.0,28.0,52,30,3.76,-0.4,3.36,0.08239025761155425,-1.2091832201264752,88.4,0.251,0.248,0.5479999999999999,0.513,11.7,22.1,0.191,0.48700000000000004,11.7,78.0,0.191,AT&T Center,749048.0,Western Conference First Round,2009,First Round
8.0,Denver Nuggets*,27.7,54.0,28.0,50,32,3.41,-0.29,3.13,0.7471554868335917,-0.4397932401609417,94.3,0.382,0.22699999999999998,0.563,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,Pepsi Center,706165.0,Western Conference Finals,2009,Conference Finals
9.0,Utah Jazz*,25.5,48.0,34.0,48,34,2.65,-0.34,2.31,0.6421925559037927,-0.285915244167835,93.1,0.355,0.16899999999999998,0.5539999999999999,0.504,13.6,28.2,0.27399999999999997,0.505,15.0,72.7,0.262,EnergySolutions Arena,816042.0,Western Conference First Round,2009,First Round
10.0,Atlanta Hawks*,25.8,47.0,35.0,46,36,1.57,0.13,1.7,0.3622914067576734,-0.19358844657197183,89.6,0.32299999999999995,0.253,0.546,0.504,12.5,26.0,0.23800000000000002,0.494,13.2,71.6,0.21,Philips Arena,686688.0,Eastern Conference Semifinals,2009,Conference Semifinals
11.0,Dallas Mavericks*,29.0,50.0,32.0,47,35,1.98,-0.3,1.68,0.7821431304768547,0.05261634701700241,91.5,0.27399999999999997,0.24100000000000002,0.55,0.504,12.1,26.6,0.22399999999999998,0.493,12.3,74.6,0.225,American Airlines Center,821723.0,Western Conference Semifinals,2009,Conference Semifinals
12.0,Phoenix Suns,29.5,46.0,36.0,46,36,1.93,-0.31,1.62,1.8667600834180684,1.0374355213728819,96.0,0.336,0.21600000000000003,0.584,0.545,14.4,27.7,0.25,0.511,12.8,71.7,0.233,US Airways Center,755302.0,no playoffs,2009,no playoffs
13.0,New Orleans Hornets*,28.2,49.0,33.0,46,36,1.55,-0.14,1.41,0.1523655448980853,-0.37824204176369813,87.8,0.28800000000000003,0.24,0.5479999999999999,0.501,12.5,24.6,0.23199999999999998,0.496,13.2,74.9,0.23,New Orleans Arena,695727.0,Western Conference First Round,2009,First Round
14.0,Miami Heat*,25.6,43.0,39.0,42,40,0.26,0.23,0.49,-0.1625232478913019,-0.19358844657197183,89.9,0.282,0.245,0.54,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251,AmericanAirlines Arena,748778.0,Eastern Conference First Round,2009,First Round
15.0,Philadelphia 76ers*,26.1,41.0,41.0,41,41,0.07,0.09,0.16,-0.1275356042480339,-0.13203724817472828,90.0,0.33899999999999997,0.16399999999999998,0.532,0.485,13.4,31.3,0.253,0.507,14.9,71.4,0.21600000000000003,Wachovia Center,647898.0,Eastern Conference First Round,2009,First Round
16.0,Chicago Bulls*,24.9,41.0,41.0,40,42,-0.28,0.12,-0.16,0.04740261396829121,0.14494314461286556,93.1,0.3,0.18899999999999997,0.541,0.493,13.3,28.0,0.239,0.493,13.1,70.9,0.23800000000000002,United Center,868667.0,Eastern Conference First Round,2009,First Round
17.0,Detroit Pistons*,28.2,39.0,43.0,40,42,-0.49,0.13,-0.36,-0.302473822464359,-0.07048604977748471,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.485,11.7,74.0,0.248,The Palace of Auburn Hills,896971.0,Eastern Conference First Round,2009,First Round
18.0,Indiana Pacers,26.5,36.0,46.0,38,44,-1.11,0.35,-0.76,-0.05756031696150783,0.29882114060597226,96.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271,Conseco Fieldhouse,581472.0,no playoffs,2009,no playoffs
19.0,Milwaukee Bucks,26.3,34.0,48.0,38,44,-1.09,0.21,-0.88,-0.5473873279672151,-0.1012616489761043,92.6,0.306,0.20800000000000002,0.531,0.483,13.1,27.8,0.239,0.503,15.6,74.0,0.315,Bradley Center,630976.0,no playoffs,2009,no playoffs
20.0,Charlotte Bobcats,25.8,35.0,47.0,37,45,-1.27,0.07,-1.2,-1.2471402008325156,-0.6552224345512919,88.3,0.312,0.213,0.536,0.494,15.1,27.7,0.231,0.498,14.4,73.0,0.22899999999999998,Time Warner Cable Arena,597548.0,no playoffs,2009,no playoffs
21.0,New Jersey Nets,25.7,34.0,48.0,34,48,-2.44,0.13,-2.31,0.012414970325023204,0.8527819261811556,89.9,0.303,0.265,0.5429999999999999,0.49700000000000005,12.7,25.2,0.23600000000000002,0.509,13.0,73.5,0.272,Izod Center,621062.0,no playoffs,2009,no playoffs
