away,away_asts,away_rebs,away_scores,home,home_asts,home_rebs,home_scores,i_home,i_away
sas,23.0,38.0,100.0,gsw,28.0,36.0,113.0,15,28
brk,30.0,45.0,107.0,gsw,19.0,41.0,99.0,15,21
cho,30.0,51.0,112.0,gsw,14.0,41.0,87.0,15,26
gsw,32.0,51.0,136.0,lal,17.0,48.0,115.0,6,15
uta,28.0,40.0,101.0,gsw,26.0,45.0,88.0,15,8
gsw,26.0,52.0,91.0,okc,13.0,57.0,86.0,27,15
gsw,21.0,45.0,114.0,mia,16.0,40.0,97.0,2,15
gsw,30.0,47.0,111.0,orl,21.0,46.0,96.0,1,15
gsw,28.0,46.0,106.0,cho,27.0,44.0,101.0,26,15
gsw,24.0,49.0,104.0,det,25.0,44.0,93.0,10,15
orl,25.0,49.0,98.0,gsw,19.0,40.0,97.0,15,1
nop,31.0,56.0,112.0,gsw,23.0,47.0,85.0,15,24
gsw,27.0,40.0,112.0,chi,24.0,50.0,102.0,11,15
gsw,24.0,51.0,102.0,min,22.0,49.0,86.0,29,15
hou,21.0,43.0,105.0,gsw,15.0,44.0,93.0,15,23
gsw,21.0,45.0,105.0,dal,14.0,53.0,98.0,25,15
gsw,22.0,46.0,128.0,nop,22.0,44.0,122.0,24,15
gsw,18.0,49.0,98.0,mem,24.0,48.0,105.0,18,15
okc,32.0,39.0,114.0,gsw,17.0,43.0,109.0,15,27
sac,36.0,45.0,128.0,gsw,31.0,39.0,108.0,15,7
gsw,20.0,39.0,105.0,lal,28.0,42.0,115.0,6,15
gsw,24.0,44.0,86.0,lac,18.0,50.0,100.0,12,15
min,32.0,43.0,110.0,gsw,29.0,47.0,97.0,15,29
phi,38.0,42.0,126.0,gsw,16.0,48.0,86.0,15,19
tor,35.0,45.0,126.0,gsw,23.0,37.0,105.0,15,0
okc,27.0,54.0,117.0,gsw,19.0,59.0,91.0,15,27
ind,30.0,39.0,117.0,gsw,24.0,41.0,102.0,15,20
cle,35.0,44.0,112.0,gsw,13.0,45.0,94.0,15,4
gsw,32.0,31.0,116.0,uta,14.0,44.0,105.0,8,15
mia,29.0,36.0,104.0,gsw,19.0,41.0,89.0,15,2
gsw,24.0,43.0,115.0,okc,27.0,54.0,127.0,27,15
gsw,32.0,49.0,131.0,hou,22.0,39.0,106.0,23,15
den,30.0,53.0,122.0,gsw,17.0,39.0,79.0,15,13
hou,26.0,46.0,126.0,gsw,23.0,46.0,113.0,15,23
sac,32.0,46.0,126.0,gsw,19.0,43.0,101.0,15,7
bos,29.0,47.0,114.0,gsw,23.0,48.0,111.0,15,3
chi,31.0,48.0,111.0,gsw,19.0,61.0,113.0,15,11
gsw,21.0,41.0,100.0,uta,21.0,55.0,110.0,8,15
pho,27.0,44.0,106.0,gsw,22.0,52.0,87.0,15,16
gsw,33.0,49.0,121.0,sac,17.0,34.0,96.0,7,15
dal,29.0,46.0,128.0,gsw,24.0,42.0,114.0,15,25
gsw,31.0,51.0,116.0,atl,28.0,38.0,124.0,5,15
gsw,21.0,48.0,106.0,nyk,23.0,44.0,92.0,9,15
gsw,26.0,40.0,89.0,phi,21.0,52.0,84.0,19,15
gsw,26.0,49.0,94.0,min,18.0,50.0,91.0,29,15
sas,29.0,40.0,110.0,gsw,25.0,44.0,99.0,15,28
gsw,19.0,45.0,98.0,ind,20.0,46.0,104.0,20,15
gsw,27.0,29.0,114.0,was,23.0,45.0,107.0,22,15
gsw,32.0,44.0,99.0,cle,15.0,51.0,110.0,4,15
gsw,31.0,47.0,113.0,tor,15.0,42.0,89.0,0,15
gsw,19.0,55.0,106.0,bos,21.0,60.0,101.0,3,15
gsw,26.0,50.0,108.0,brk,20.0,38.0,110.0,21,15
mil,30.0,34.0,102.0,gsw,17.0,47.0,93.0,15,17
dal,28.0,51.0,104.0,gsw,17.0,34.0,89.0,15,25
lac,23.0,37.0,106.0,gsw,25.0,39.0,98.0,15,12
gsw,17.0,48.0,98.0,pho,13.0,37.0,80.0,16,15
det,29.0,42.0,105.0,gsw,18.0,49.0,98.0,15,10
gsw,29.0,35.0,103.0,den,23.0,52.0,114.0,13,15
nyk,34.0,42.0,125.0,gsw,25.0,51.0,94.0,15,9
lal,28.0,37.0,108.0,gsw,24.0,45.0,105.0,15,6
atl,39.0,44.0,114.0,gsw,24.0,44.0,95.0,15,5
nop,29.0,42.0,112.0,gsw,22.0,42.0,96.0,15,24
uta,25.0,37.0,106.0,gsw,19.0,35.0,91.0,15,8
was,23.0,62.0,107.0,gsw,15.0,38.0,76.0,15,22
gsw,37.0,46.0,122.0,por,23.0,35.0,108.0,14,15
gsw,28.0,43.0,107.0,mem,19.0,40.0,84.0,18,15
gsw,27.0,45.0,108.0,mil,24.0,42.0,95.0,17,15
gsw,28.0,43.0,110.0,lac,19.0,41.0,106.0,12,15
pho,29.0,50.0,107.0,gsw,25.0,47.0,106.0,15,16
gsw,28.0,55.0,123.0,dal,14.0,44.0,110.0,25,15
gsw,25.0,39.0,92.0,sas,27.0,47.0,107.0,28,15
gsw,25.0,50.0,100.0,nop,25.0,45.0,103.0,24,15
por,27.0,44.0,116.0,gsw,28.0,41.0,105.0,15,14
min,28.0,50.0,110.0,gsw,27.0,40.0,101.0,15,29
mem,30.0,39.0,111.0,gsw,24.0,44.0,107.0,15,18
den,30.0,41.0,133.0,gsw,28.0,40.0,126.0,15,13
okc,17.0,33.0,93.0,lac,23.0,47.0,90.0,12,27
lac,25.0,36.0,118.0,lal,24.0,40.0,111.0,6,12
sac,23.0,35.0,92.0,lac,21.0,46.0,98.0,12,7
uta,28.0,35.0,107.0,lac,24.0,43.0,101.0,12,8
lac,26.0,30.0,104.0,gsw,29.0,39.0,121.0,15,12
por,17.0,37.0,106.0,lac,25.0,43.0,102.0,12,14
sas,26.0,44.0,85.0,lac,20.0,39.0,89.0,12,28
pho,24.0,47.0,120.0,lac,26.0,43.0,107.0,12,16
chi,20.0,40.0,89.0,lac,28.0,45.0,105.0,12,11
lac,24.0,39.0,114.0,orl,21.0,48.0,90.0,1,12
lac,31.0,35.0,110.0,mia,11.0,30.0,93.0,2,12
lac,14.0,32.0,91.0,mem,20.0,52.0,107.0,18,12
lac,28.0,43.0,113.0,cho,21.0,33.0,92.0,26,12
lac,21.0,39.0,104.0,det,18.0,38.0,98.0,10,12
lac,23.0,45.0,102.0,hou,17.0,40.0,85.0,23,12
lac,21.0,37.0,112.0,uta,19.0,37.0,96.0,8,12
min,33.0,50.0,127.0,lac,26.0,32.0,101.0,12,29
orl,32.0,44.0,114.0,lac,21.0,34.0,86.0,12,1
nop,34.0,38.0,120.0,lac,26.0,45.0,100.0,12,24
pho,27.0,45.0,121.0,lac,32.0,43.0,120.0,12,16
lac,25.0,50.0,103.0,ind,27.0,43.0,96.0,20,12
lac,14.0,37.0,96.0,was,28.0,37.0,104.0,22,12
lac,24.0,35.0,106.0,mil,25.0,39.0,111.0,17,12
det,35.0,41.0,113.0,lac,23.0,41.0,91.0,12,10
ind,20.0,51.0,102.0,lac,27.0,43.0,100.0,12,20
lac,21.0,39.0,106.0,den,30.0,40.0,109.0,13,12
mil,29.0,41.0,106.0,lac,29.0,46.0,102.0,12,17
lac,23.0,36.0,118.0,sas,37.0,33.0,125.0,28,12
lac,26.0,51.0,104.0,atl,28.0,43.0,107.0,5,12
gsw,18.0,50.0,100.0,lac,24.0,44.0,86.0,12,15
tor,26.0,43.0,98.0,lac,25.0,43.0,110.0,12,0
uta,24.0,41.0,101.0,lac,26.0,52.0,97.0,12,8
nyk,28.0,50.0,99.0,lac,24.0,40.0,78.0,12,9
phi,33.0,43.0,127.0,lac,17.0,45.0,91.0,12,19
atl,23.0,45.0,98.0,lac,25.0,41.0,107.0,12,5
lal,29.0,42.0,114.0,lac,21.0,46.0,89.0,12,6
dal,31.0,47.0,120.0,lac,29.0,40.0,100.0,12,25
mia,17.0,27.0,90.0,lac,28.0,46.0,104.0,12,2
lac,20.0,44.0,100.0,por,22.0,48.0,94.0,14,12
cle,26.0,43.0,121.0,lac,23.0,44.0,126.0,12,4
lac,24.0,34.0,117.0,sac,18.0,54.0,108.0,7,12
bos,27.0,44.0,102.0,lac,24.0,43.0,93.0,12,3
brk,41.0,48.0,123.0,lac,17.0,40.0,84.0,12,21
lac,28.0,50.0,120.0,pho,23.0,31.0,100.0,16,12
den,25.0,45.0,102.0,lac,26.0,38.0,98.0,12,13
lac,13.0,37.0,94.0,uta,17.0,47.0,89.0,8,12
lac,20.0,38.0,103.0,nop,26.0,51.0,108.0,24,12
lac,20.0,56.0,105.0,sas,18.0,36.0,85.0,28,12
lac,23.0,52.0,100.0,brk,21.0,45.0,102.0,21,12
lac,24.0,43.0,94.0,cle,23.0,52.0,105.0,4,12
lac,21.0,30.0,107.0,tor,25.0,42.0,123.0,0,12
lac,28.0,29.0,108.0,okc,26.0,54.0,131.0,27,12
lac,21.0,53.0,115.0,dal,19.0,47.0,98.0,25,12
hou,25.0,49.0,110.0,lac,26.0,41.0,95.0,12,23
sas,26.0,43.0,119.0,lac,34.0,38.0,115.0,12,28
sac,31.0,54.0,126.0,lac,18.0,55.0,99.0,12,7
mem,21.0,40.0,87.0,lac,22.0,42.0,90.0,12,18
lac,18.0,49.0,105.0,hou,27.0,46.0,110.0,23,12
lac,20.0,47.0,97.0,mem,19.0,41.0,79.0,18,12
lac,15.0,55.0,96.0,chi,18.0,51.0,86.0,11,12
lac,24.0,43.0,110.0,min,25.0,47.0,105.0,29,12
por,25.0,51.0,93.0,lac,19.0,61.0,98.0,12,14
lac,25.0,39.0,98.0,gsw,23.0,37.0,106.0,15,12
min,30.0,42.0,89.0,lac,25.0,50.0,76.0,12,29
lac,22.0,38.0,120.0,okc,19.0,39.0,108.0,27,12
lac,27.0,32.0,99.0,dal,31.0,43.0,129.0,25,12
hou,24.0,50.0,98.0,lac,17.0,43.0,100.0,12,23
cho,24.0,44.0,99.0,lac,20.0,43.0,92.0,12,26
lac,27.0,36.0,116.0,sac,18.0,44.0,105.0,7,12
was,33.0,46.0,113.0,lac,27.0,36.0,99.0,12,22
nop,25.0,42.0,107.0,lac,21.0,41.0,100.0,12,24
lac,31.0,39.0,111.0,nyk,14.0,34.0,80.0,9,12
lac,28.0,56.0,119.0,phi,17.0,40.0,98.0,19,12
lac,28.0,53.0,119.0,bos,29.0,40.0,106.0,3,12
gsw,19.0,41.0,106.0,lac,28.0,43.0,110.0,12,15
lac,30.0,40.0,126.0,por,25.0,43.0,122.0,14,12
lac,24.0,47.0,107.0,den,21.0,44.0,92.0,13,12
lac,27.0,40.0,106.0,lal,17.0,41.0,78.0,6,12
lal,25.0,46.0,105.0,lac,24.0,43.0,100.0,12,6
mem,25.0,43.0,94.0,lac,24.0,43.0,86.0,12,18
den,25.0,47.0,110.0,lac,18.0,58.0,103.0,12,13
lac,26.0,44.0,112.0,pho,25.0,39.0,101.0,16,12
lal,23.0,40.0,119.0,pho,20.0,38.0,99.0,16,6
sas,15.0,50.0,94.0,pho,20.0,45.0,89.0,16,28
pho,17.0,34.0,91.0,uta,19.0,52.0,118.0,8,16
pho,28.0,52.0,112.0,lal,16.0,49.0,106.0,6,16
mem,13.0,35.0,91.0,pho,25.0,37.0,102.0,16,18
sac,19.0,42.0,112.0,pho,16.0,60.0,114.0,16,7
gsw,17.0,39.0,107.0,pho,16.0,36.0,95.0,16,15
brk,20.0,44.0,112.0,pho,17.0,37.0,104.0,16,21
cho,16.0,45.0,95.0,pho,21.0,46.0,103.0,16,26
pho,26.0,43.0,107.0,lac,24.0,47.0,120.0,12,16
pho,30.0,40.0,118.0,bos,28.0,44.0,114.0,3,16
pho,21.0,41.0,88.0,det,21.0,43.0,86.0,10,16
pho,24.0,46.0,122.0,phi,18.0,39.0,96.0,19,16
pho,17.0,51.0,106.0,ind,18.0,47.0,83.0,20,16
pho,22.0,42.0,100.0,tor,21.0,37.0,104.0,0,16
den,27.0,41.0,120.0,pho,19.0,47.0,112.0,16,13
pho,14.0,34.0,97.0,den,20.0,58.0,122.0,13,16
orl,22.0,43.0,90.0,pho,14.0,47.0,93.0,16,1
ind,18.0,44.0,116.0,pho,20.0,41.0,99.0,16,20
pho,27.0,41.0,118.0,dal,13.0,44.0,106.0,25,16
pho,16.0,40.0,95.0,hou,16.0,57.0,100.0,23,16
pho,32.0,43.0,120.0,lac,27.0,45.0,121.0,12,16
mia,24.0,37.0,97.0,pho,25.0,34.0,103.0,16,2
det,16.0,37.0,103.0,pho,17.0,47.0,105.0,16,10
pho,21.0,40.0,88.0,okc,20.0,63.0,112.0,27,16
mil,17.0,42.0,94.0,pho,23.0,33.0,96.0,16,17
pho,22.0,43.0,111.0,cho,22.0,35.0,106.0,26,16
pho,15.0,43.0,99.0,nyk,17.0,45.0,90.0,9,16
pho,13.0,45.0,104.0,was,11.0,42.0,92.0,22,16
dal,30.0,44.0,124.0,pho,22.0,49.0,115.0,16,25
pho,25.0,46.0,115.0,sac,18.0,48.0,106.0,7,16
pho,24.0,45.0,116.0,lal,22.0,35.0,107.0,6,16
pho,17.0,38.0,106.0,nop,19.0,49.0,110.0,24,16
pho,17.0,39.0,134.0,okc,22.0,50.0,137.0,27,16
phi,24.0,48.0,112.0,pho,20.0,41.0,96.0,16,19
tor,26.0,41.0,125.0,pho,22.0,43.0,109.0,16,0
pho,19.0,46.0,102.0,mil,22.0,44.0,96.0,17,16
pho,12.0,41.0,113.0,min,30.0,46.0,111.0,29,16
pho,23.0,48.0,95.0,sas,28.0,40.0,100.0,28,16
pho,20.0,46.0,110.0,mem,24.0,54.0,122.0,18,16
cle,23.0,34.0,107.0,pho,16.0,42.0,100.0,16,4
min,18.0,46.0,110.0,pho,26.0,36.0,99.0,16,29
lal,23.0,41.0,115.0,pho,24.0,46.0,100.0,16,6
por,24.0,50.0,118.0,pho,21.0,44.0,113.0,16,14
hou,21.0,44.0,111.0,pho,24.0,41.0,113.0,16,23
lac,23.0,31.0,100.0,pho,28.0,50.0,120.0,16,12
was,23.0,41.0,106.0,pho,13.0,50.0,98.0,16,22
chi,16.0,50.0,99.0,pho,20.0,49.0,93.0,16,11
pho,22.0,52.0,87.0,gsw,27.0,44.0,106.0,15,16
mem,18.0,38.0,101.0,pho,19.0,46.0,102.0,16,18
pho,20.0,42.0,87.0,por,21.0,57.0,108.0,14,16
uta,20.0,44.0,100.0,pho,23.0,43.0,93.0,16,8
pho,17.0,43.0,83.0,sac,20.0,43.0,85.0,7,16
hou,18.0,39.0,118.0,pho,28.0,47.0,127.0,16,23
pho,23.0,48.0,109.0,min,24.0,51.0,111.0,29,16
pho,25.0,36.0,107.0,chi,27.0,47.0,112.0,11,16
bos,25.0,50.0,110.0,pho,26.0,42.0,115.0,16,3
pho,19.0,65.0,110.0,den,22.0,40.0,96.0,13,16
okc,21.0,52.0,117.0,pho,17.0,50.0,113.0,16,27
sas,13.0,42.0,74.0,pho,18.0,56.0,101.0,16,28
pho,17.0,43.0,98.0,mia,19.0,45.0,115.0,2,16
pho,22.0,34.0,105.0,orl,21.0,42.0,100.0,1,16
pho,19.0,51.0,108.0,brk,21.0,57.0,100.0,21,16
pho,20.0,43.0,79.0,cle,22.0,46.0,89.0,4,16
gsw,13.0,37.0,80.0,pho,17.0,48.0,98.0,16,15
min,25.0,45.0,106.0,pho,19.0,34.0,97.0,16,29
atl,19.0,45.0,87.0,pho,22.0,38.0,96.0,16,5
nyk,24.0,51.0,102.0,pho,22.0,35.0,89.0,16,9
nop,11.0,57.0,74.0,pho,19.0,45.0,72.0,16,24
pho,20.0,49.0,117.0,hou,28.0,36.0,102.0,23,16
dal,22.0,49.0,98.0,pho,21.0,40.0,92.0,16,25
sac,16.0,46.0,99.0,pho,27.0,43.0,108.0,16,7
por,14.0,48.0,81.0,pho,15.0,54.0,87.0,16,14
okc,23.0,40.0,97.0,pho,16.0,48.0,109.0,16,27
pho,18.0,38.0,86.0,por,26.0,47.0,109.0,14,16
pho,25.0,47.0,106.0,gsw,29.0,50.0,107.0,15,16
uta,12.0,32.0,87.0,pho,17.0,47.0,85.0,16,8
pho,16.0,37.0,69.0,atl,21.0,54.0,96.0,5,16
pho,22.0,37.0,104.0,dal,18.0,47.0,107.0,25,16
pho,18.0,43.0,75.0,nop,29.0,56.0,90.0,24,16
pho,17.0,41.0,91.0,sas,22.0,43.0,107.0,28,16
lac,25.0,39.0,101.0,pho,26.0,44.0,112.0,16,12
gsw,13.0,50.0,77.0,sac,21.0,44.0,95.0,7,15
por,14.0,49.0,103.0,sac,20.0,38.0,94.0,7,14
sac,21.0,46.0,98.0,lac,23.0,35.0,92.0,12,7
sac,21.0,50.0,110.0,den,22.0,42.0,105.0,13,7
den,21.0,40.0,131.0,sac,24.0,32.0,109.0,7,13
sac,16.0,60.0,114.0,pho,19.0,42.0,112.0,16,7
sac,23.0,37.0,93.0,okc,16.0,40.0,101.0,27,7
sac,17.0,43.0,98.0,dal,23.0,33.0,106.0,25,7
sac,12.0,44.0,110.0,mem,24.0,30.0,111.0,18,7
sas,19.0,42.0,94.0,sac,24.0,38.0,91.0,7,28
nop,23.0,52.0,100.0,sac,21.0,32.0,106.0,7,24
chi,26.0,40.0,103.0,sac,23.0,42.0,88.0,7,11
sac,24.0,50.0,113.0,min,23.0,37.0,101.0,29,7
sac,16.0,38.0,99.0,nop,15.0,40.0,89.0,24,7
sac,16.0,48.0,89.0,hou,26.0,41.0,102.0,23,7
sac,22.0,46.0,104.0,sas,29.0,33.0,112.0,28,7
mem,16.0,42.0,85.0,sac,25.0,35.0,97.0,7,18
tor,28.0,34.0,109.0,sac,22.0,35.0,117.0,7,0
ind,16.0,49.0,102.0,sac,18.0,43.0,101.0,7,20
orl,22.0,35.0,96.0,sac,26.0,40.0,105.0,7,1
uta,18.0,45.0,101.0,sac,20.0,35.0,92.0,7,8
sac,20.0,48.0,95.0,lal,27.0,45.0,98.0,6,7
hou,22.0,44.0,109.0,sac,18.0,42.0,113.0,7,23
det,21.0,55.0,90.0,sac,22.0,43.0,95.0,7,10
okc,21.0,48.0,92.0,sac,18.0,41.0,104.0,7,27
mil,24.0,35.0,107.0,sac,24.0,27.0,108.0,7,17
lal,15.0,44.0,108.0,sac,14.0,47.0,101.0,7,6
sac,31.0,39.0,108.0,gsw,36.0,45.0,128.0,15,7
pho,18.0,48.0,106.0,sac,25.0,46.0,115.0,7,16
nyk,23.0,39.0,135.0,sac,30.0,43.0,129.0,7,9
sac,22.0,44.0,99.0,brk,20.0,40.0,107.0,21,7
sac,12.0,46.0,84.0,bos,32.0,49.0,106.0,3,7
sac,23.0,42.0,110.0,min,22.0,38.0,107.0,29,7
sac,18.0,41.0,95.0,det,21.0,49.0,114.0,10,7
okc,18.0,52.0,104.0,sac,16.0,54.0,83.0,7,27
den,19.0,38.0,108.0,sac,27.0,39.0,118.0,7,13
cle,20.0,45.0,103.0,sac,18.0,41.0,84.0,7,4
dal,22.0,59.0,104.0,sac,23.0,44.0,108.0,7,25
mia,20.0,35.0,83.0,sac,26.0,38.0,95.0,7,2
lac,18.0,54.0,108.0,sac,24.0,34.0,117.0,7,12
sac,13.0,53.0,94.0,por,21.0,35.0,98.0,14,7
brk,22.0,42.0,100.0,sac,22.0,43.0,103.0,7,21
sac,19.0,43.0,101.0,gsw,32.0,46.0,126.0,15,7
sac,17.0,31.0,102.0,tor,29.0,39.0,119.0,0,7
sac,15.0,50.0,90.0,cle,22.0,44.0,101.0,4,7
sac,16.0,46.0,99.0,ind,22.0,40.0,94.0,20,7
gsw,17.0,34.0,96.0,sac,33.0,49.0,121.0,7,15
dal,13.0,49.0,78.0,sac,25.0,48.0,101.0,7,25
sac,15.0,40.0,90.0,uta,21.0,43.0,102.0,8,7
pho,20.0,43.0,85.0,sac,17.0,43.0,83.0,7,16
sac,23.0,45.0,86.0,chi,26.0,33.0,104.0,11,7
sac,24.0,48.0,103.0,mil,23.0,45.0,111.0,17,7
bos,26.0,57.0,109.0,sac,24.0,40.0,101.0,7,3
sac,18.0,55.0,99.0,lac,31.0,54.0,126.0,12,7
mem,24.0,47.0,102.0,sac,22.0,38.0,90.0,7,18
sas,15.0,47.0,96.0,sac,18.0,42.0,107.0,7,28
por,24.0,33.0,99.0,sac,19.0,43.0,110.0,7,14
sac,26.0,46.0,124.0,nyk,16.0,38.0,86.0,9,7
sac,15.0,35.0,85.0,sas,23.0,44.0,112.0,28,7
sac,18.0,43.0,114.0,orl,29.0,37.0,119.0,1,7
sac,26.0,46.0,109.0,mia,23.0,34.0,114.0,2,7
sac,21.0,40.0,105.0,atl,42.0,33.0,130.0,5,7
sac,25.0,43.0,113.0,cho,28.0,44.0,106.0,26,7
sac,22.0,50.0,107.0,phi,30.0,46.0,114.0,19,7
sac,24.0,36.0,97.0,was,28.0,41.0,113.0,22,7
atl,23.0,45.0,103.0,sac,25.0,39.0,110.0,7,5
lac,18.0,44.0,105.0,sac,27.0,36.0,116.0,7,12
cho,21.0,48.0,101.0,sac,16.0,36.0,91.0,7,26
was,24.0,34.0,109.0,sac,21.0,44.0,86.0,7,22
phi,21.0,50.0,107.0,sac,18.0,44.0,106.0,7,19
sac,27.0,43.0,108.0,pho,16.0,46.0,99.0,16,7
sac,14.0,37.0,88.0,nop,25.0,47.0,102.0,24,7
sac,16.0,41.0,83.0,mem,23.0,45.0,97.0,18,7
sac,30.0,57.0,111.0,hou,24.0,42.0,115.0,23,7
nop,21.0,38.0,95.0,sac,20.0,50.0,101.0,7,24
uta,20.0,43.0,95.0,sac,18.0,47.0,101.0,7,8
min,25.0,49.0,116.0,sac,29.0,36.0,111.0,7,29
sac,19.0,31.0,91.0,uta,23.0,47.0,103.0,8,7
sac,19.0,50.0,103.0,okc,21.0,47.0,116.0,27,7
sac,28.0,32.0,111.0,den,32.0,42.0,122.0,13,7
lal,22.0,41.0,102.0,sac,19.0,49.0,92.0,7,6
sac,30.0,42.0,122.0,lal,22.0,46.0,99.0,6,7
hou,16.0,36.0,90.0,lal,22.0,47.0,108.0,6,23
lal,20.0,38.0,99.0,pho,23.0,40.0,119.0,16,6
lac,24.0,40.0,111.0,lal,25.0,36.0,118.0,6,12
lal,21.0,37.0,104.0,gsw,30.0,43.0,127.0,15,6
pho,16.0,49.0,106.0,lal,28.0,52.0,112.0,6,16
cho,28.0,38.0,107.0,lal,15.0,39.0,92.0,6,26
lal,22.0,38.0,102.0,mem,21.0,38.0,107.0,18,6
lal,15.0,38.0,102.0,nop,27.0,44.0,109.0,24,6
sas,17.0,46.0,80.0,lal,28.0,44.0,93.0,6,28
gsw,17.0,48.0,115.0,lal,32.0,51.0,136.0,6,15
lal,24.0,44.0,114.0,atl,22.0,38.0,109.0,5,6
lal,17.0,47.0,98.0,hou,20.0,38.0,92.0,23,6
lal,24.0,33.0,106.0,dal,37.0,39.0,140.0,25,6
den,15.0,50.0,94.0,lal,20.0,57.0,101.0,6,13
mem,16.0,42.0,93.0,lal,25.0,45.0,99.0,6,18
min,27.0,35.0,119.0,lal,37.0,31.0,120.0,6,29
tor,24.0,54.0,129.0,lal,25.0,53.0,122.0,6,0
lal,25.0,47.0,106.0,det,20.0,49.0,96.0,10,6
lal,16.0,43.0,95.0,was,33.0,53.0,111.0,22,6
lal,14.0,38.0,96.0,bos,29.0,54.0,113.0,3,6
nop,18.0,34.0,87.0,lal,28.0,50.0,104.0,6,24
sac,27.0,45.0,98.0,lal,20.0,48.0,95.0,6,7
lal,27.0,49.0,112.0,sas,23.0,47.0,110.0,28,6
lal,22.0,45.0,100.0,min,25.0,46.0,94.0,29,6
lal,14.0,38.0,91.0,ind,21.0,53.0,110.0,20,6
okc,28.0,43.0,103.0,lal,21.0,42.0,104.0,6,27
lal,14.0,47.0,101.0,sac,15.0,44.0,108.0,7,6
gsw,28.0,42.0,115.0,lal,20.0,39.0,105.0,6,15
lal,18.0,39.0,93.0,chi,27.0,57.0,113.0,11,6
lal,20.0,63.0,98.0,dal,20.0,40.0,102.0,25,6
pho,22.0,35.0,107.0,lal,24.0,45.0,116.0,6,16
lal,31.0,42.0,111.0,den,25.0,39.0,103.0,13,6
mem,24.0,38.0,106.0,lal,27.0,46.0,109.0,6,18
ind,14.0,37.0,88.0,lal,21.0,50.0,87.0,6,20
lal,20.0,49.0,94.0,por,18.0,45.0,98.0,14,6
lal,21.0,46.0,89.0,lac,29.0,42.0,114.0,12,6
orl,16.0,60.0,101.0,lal,19.0,36.0,84.0,6,1
por,29.0,45.0,94.0,lal,28.0,43.0,106.0,6,14
mia,20.0,46.0,75.0,lal,23.0,52.0,78.0,6,2
cle,26.0,35.0,102.0,lal,14.0,38.0,109.0,6,4
lal,7.0,42.0,85.0,uta,24.0,38.0,94.0,8,6
lal,24.0,46.0,100.0,pho,23.0,41.0,115.0,16,6
lal,16.0,41.0,80.0,nop,21.0,45.0,96.0,24,6
lal,18.0,40.0,85.0,sas,19.0,52.0,99.0,28,6
hou,20.0,53.0,87.0,lal,22.0,46.0,99.0,6,23
was,17.0,38.0,92.0,lal,19.0,51.0,98.0,6,22
chi,26.0,54.0,123.0,lal,26.0,49.0,118.0,6,11
lal,15.0,46.0,80.0,nyk,18.0,41.0,92.0,9,6
lal,22.0,53.0,105.0,mil,25.0,35.0,113.0,17,6
lal,27.0,43.0,97.0,orl,26.0,48.0,103.0,1,6
lal,22.0,46.0,105.0,cle,31.0,46.0,120.0,4,6
den,23.0,43.0,96.0,lal,25.0,35.0,106.0,6,13
lal,17.0,48.0,86.0,por,27.0,52.0,102.0,14,6
brk,22.0,46.0,105.0,lal,29.0,46.0,114.0,6,21
bos,22.0,46.0,118.0,lal,27.0,48.0,111.0,6,3
lal,17.0,42.0,100.0,uta,18.0,47.0,97.0,8,6
mil,23.0,50.0,101.0,lal,18.0,49.0,93.0,6,17
okc,25.0,49.0,101.0,lal,21.0,55.0,108.0,6,27
lal,24.0,41.0,103.0,cho,30.0,42.0,104.0,26,6
lal,23.0,42.0,94.0,mia,16.0,55.0,100.0,2,6
lal,22.0,44.0,90.0,mem,18.0,42.0,97.0,18,6
dal,23.0,47.0,93.0,lal,21.0,33.0,100.0,6,25
det,23.0,46.0,93.0,lal,20.0,42.0,85.0,6,10
nyk,18.0,51.0,94.0,lal,27.0,33.0,101.0,6,9
atl,21.0,54.0,86.0,lal,25.0,34.0,91.0,6,5
lal,24.0,45.0,105.0,gsw,28.0,37.0,108.0,15,6
uta,20.0,43.0,73.0,lal,19.0,36.0,80.0,6,8
phi,21.0,52.0,101.0,lal,22.0,39.0,87.0,6,19
lal,22.0,28.0,117.0,okc,29.0,49.0,127.0,27,6
lal,21.0,48.0,101.0,min,14.0,40.0,99.0,29,6
lal,14.0,46.0,83.0,tor,25.0,40.0,94.0,0,6
lal,25.0,43.0,99.0,brk,29.0,43.0,107.0,21,6
lal,27.0,45.0,113.0,phi,27.0,51.0,111.0,19,6
nop,22.0,35.0,92.0,lal,31.0,40.0,113.0,6,24
por,13.0,43.0,77.0,lal,21.0,53.0,107.0,6,14
lac,17.0,41.0,78.0,lal,27.0,40.0,106.0,6,12
lal,24.0,43.0,100.0,lac,25.0,46.0,105.0,12,6
lal,15.0,39.0,101.0,den,26.0,45.0,119.0,13,6
min,35.0,46.0,106.0,lal,17.0,39.0,98.0,6,29
dal,20.0,37.0,106.0,lal,31.0,42.0,120.0,6,25
lal,19.0,49.0,92.0,sac,22.0,41.0,102.0,7,6
sac,22.0,46.0,99.0,lal,30.0,42.0,122.0,6,7
hou,22.0,47.0,108.0,lal,16.0,36.0,90.0,6,23
hou,18.0,35.0,104.0,uta,16.0,34.0,93.0,8,23
bos,20.0,49.0,104.0,hou,20.0,44.0,90.0,23,3
hou,27.0,47.0,104.0,phi,19.0,31.0,93.0,19,23
hou,22.0,38.0,108.0,mia,16.0,34.0,91.0,2,23
